# Définition des ensembles
set P := 1 2 3 4 5 6 7 8 9 10 11 12;
set K := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36;

# Constante
param d := 15;
param c := 5;
param M := 10000;

# t: temps requis pour éxécute une transaction P
# v: volume de transaction pour le type P
param: t    v :=
    1  120  220
    2  30   770
    3  20   509
    4  15   13750
    5  90   450
    6  360  210
    7  60   110
    8  50   375
    9  1320 95
    10 150  150
    11 480  235
    12 52   76;

# longueur de la periode K
param l :=
1	4500
2	3600
3	3600
4	23400
5	9000
6	7200
7	7200
8	7200
9	23400
10	23400
11	23400
12	23400
13	23400
14	23400
15	23400
16	23400
17	23400
18	9000
19	9000
20	9000
21	9000
22	9000
23	9000
24	9000
25	9000
26	9000
27	3600
28	3600
29	23400
30	9000
31	7200
32	7200
33	7200
34	3600
35	23400
36	9000;

param w : 1 2 3 4 5 6 7 8 9 10 11 12 :=
1	0	0	1	0	0	0	0	0	0	0	0	0
2	0	0	0	0	1	0	0	0	0	0	0	0
3	1	0	0	1	1	1	0	1	1	1	1	1
4	1	1	0	1	1	1	1	1	1	1	1	1
5	1	1	0	1	1	1	0	1	1	1	1	1
6	1	0	0	1	1	1	1	1	1	1	1	1
7	1	0	0	1	1	0	0	0	0	1	1	0
8	0	0	0	1	1	0	0	0	0	1	0	0
9	0	1	0	0	0	0	0	0	0	0	0	0
10	0	1	0	0	0	0	0	0	0	0	0	0
11	0	1	0	0	0	0	0	0	0	0	0	0
12	0	1	0	0	0	0	0	0	0	0	0	0
13	0	1	0	0	0	0	0	0	0	0	0	0
14	0	1	0	0	0	0	0	0	0	0	0	0
15	0	1	0	0	0	0	0	0	0	0	0	0
16	0	1	0	0	0	0	0	0	0	0	0	0
17	0	1	0	0	0	0	0	0	0	0	0	0
18	0	1	0	0	0	0	0	0	0	0	0	0
19	0	1	0	0	0	0	0	0	0	0	0	0
20	0	1	0	0	0	0	0	0	0	0	0	0
21	0	1	0	0	0	0	0	0	0	0	0	0
22	0	1	0	0	0	0	0	0	0	0	0	0
23	0	1	0	0	0	0	0	0	0	0	0	0
24	0	1	0	0	0	0	0	0	0	0	0	0
25	0	1	0	0	0	0	0	0	0	0	0	0
26	0	1	0	0	0	0	0	0	0	0	0	0
27	0	0	0	0	1	0	0	0	0	0	0	0
28	0	0	0	0	1	0	0	0	0	0	0	0
29	0	0	0	0	1	0	0	0	0	0	0	0
30	0	0	0	0	1	0	0	0	0	0	0	0
31	0	0	0	0	1	0	0	0	0	0	0	0
32	0	0	0	0	1	0	0	0	0	0	0	0
33	0	0	0	0	1	0	0	0	0	0	0	0
34	0	0	0	0	0	0	0	1	0	0	0	0
35	0	0	0	0	0	0	0	1	0	0	0	0
36	0	0	0	0	0	0	0	1	0	0	0	0;
